0.20101 0
0.2207285 0
0.240589 0
0.260504 0
0.2804445 0
0.3003995 0
0.3203645 0
0.340336 0
0.360312 0
0.3802915 0
0.400274 0
0.420258 0
0.4402445 0
0.460232 0
0.480221 0
0.500211 0
0.520202 0
0.540194 0
0.560186 0
0.580179 0
0.6001725 0
0.6201665 0
0.640161 0
0.660156 0
0.680151 0
0.7001465 0
0.720142 0
0.740138 0
0.7601345 0
0.7801305 0
0.800127 0
0.820124 0
0.840121 0
0.8601185 0
0.8801155 0
0.900113 0
0.9201105 0
0.940108 0
0.960106 0
0.980104 0
1.0001015 0
1.0200995 0
1.0400975 0
1.0600955 0
1.080094 0
1.1000925 0
1.120091 0
1.1400895 0
1.1600875 0
1.180086 0
1.2000845 0
1.220083 0
1.2400815 0
1.26008 0
1.280079 0
1.300078 0.002401
1.320077 0.002401
1.340076 0.004838
1.3600745 0.0073895
1.380073 0.0223095
1.400072 0.029142
1.420071 0.056219
1.44007 0.0693915
1.460069 0.0961975
1.480068 0.1323
1.500067 0.2000645
1.520066 0.2598795
1.540065 0.347172
1.5600645 0.4266925
1.580064 0.4966635
1.6000635 0.544919
1.620063 0.6244915
1.640062 0.6982575
1.660061 0.77037
1.68006 0.8201565
1.700059 0.9003625
1.720058 0.960705
1.740057 1.0328675
1.7600565 1.063316
1.780056 1.1087155
1.8000555 1.1599045
1.820055 1.189064
1.8400545 1.2481955
1.860054 1.2917335
1.8800535 1.3394
1.900053 1.351156
1.9200525 1.3734005
1.940052 1.3995725
1.9600515 1.4147565
1.980051 1.464288
2.0000505 1.5260865
2.02005 1.539349
2.0400495 1.552534
2.060049 1.602267
2.0800485 1.6801285
2.100048 1.692433
2.1200475 1.7419905
2.140047 1.7731195
2.1600465 1.897965
2.180046 1.949457
2.2000455 2.00411
2.220045 2.0364885
2.2400445 2.08472
2.260044 2.1108875
2.2800435 2.1698325
2.300043 2.210244
2.3200425 2.220662
2.340042 2.198274
2.3600415 2.2173745
2.380041 2.1856885
2.4000405 2.2183485
2.42004 2.2161325
2.44004 2.2359675
2.46004 2.2311895
2.48004 2.196117
2.50004 2.195815
2.52004 2.1361605
2.54004 2.1188035
2.56004 2.0372655
2.58004 1.997279
2.60004 1.961193
2.62004 1.9538085
2.64004 1.920489
2.6600395 1.892554
2.680039 1.8118315
2.7000385 1.744748
2.720038 1.711647
2.7400375 1.677473
2.760037 1.6388495
2.7800365 1.622707
2.800036 1.5503925
2.8200355 1.5097615
2.840035 1.4453565
2.8600345 1.377027
2.880034 1.338605
2.9000335 1.3038105
2.920033 1.3213965
2.9400325 1.2626325
2.960032 1.241275
2.9800315 1.2124545
3.000031 1.1919365
3.0200305 1.1392355
3.04003 1.1126265
3.06003 1.0899815
3.08003 1.070142
3.10003 1.074915
3.12003 1.0607105
3.14003 1.047454
3.16003 1.0267445
3.18003 0.9980005
3.20003 0.971686
3.22003 0.9728595
3.24003 0.949877
3.26003 0.941943
3.28003 0.9249
3.30003 0.895842
3.32003 0.8714405
3.34003 0.8683735
3.36003 0.8683735
3.38003 0.8550575
3.40003 0.831479
3.42003 0.8375975
3.44003 0.818178
3.46003 0.816554
3.48003 0.8198575
3.50003 0.8089005
3.52003 0.7909425
3.54003 0.786379
3.56003 0.7801855
3.58003 0.7871825
3.60003 0.7977795
3.62003 0.7738205
3.64003 0.7998155
3.66003 0.807183
3.68003 0.807952
3.70003 0.821705
3.72003 0.806393
3.74003 0.8091855
3.76003 0.793753
3.78003 0.8214035
3.80003 0.812231
3.82003 0.8178255
3.8400295 0.8296585
3.860029 0.826193
3.8800285 0.8167615
3.900028 0.8204245
3.9200275 0.85179
3.940027 0.852092
3.9600265 0.8386265
3.980026 0.8386265
4.0000255 0.8366345
4.020025 0.8531125
4.0400245 0.850393
4.060024 0.873412
4.0800235 0.887752
4.100023 0.9026185
4.1200225 0.9288865
4.140022 0.9506125
4.1600215 0.959591
4.180021 0.97079
4.2000205 0.966216
4.22002 0.973801
4.24002 0.99415
4.26002 1.02986
4.28002 1.050344
4.30002 1.063786
4.32002 1.070642
4.34002 1.096693
4.36002 1.139678
4.38002 1.1340585
4.40002 1.141142
4.42002 1.168395
4.44002 1.1785975
4.46002 1.146981
4.48002 1.1430795
4.50002 1.1463025
4.52002 1.148976
4.54002 1.14864
4.56002 1.1545495
4.58002 1.118915
4.60002 1.1704885
4.62002 1.1929565
4.64002 1.1819005
4.66002 1.1662715
4.68002 1.1767495
4.70002 1.1612355
4.72002 1.1606355
4.74002 1.188268
4.76002 1.167407
4.78002 1.1752475
4.80002 1.176966
4.82002 1.1974165
4.84002 1.205463
4.86002 1.225458
4.88002 1.2406225
4.90002 1.244269
4.92002 1.277361
4.94002 1.2870575
4.96002 1.2947245
4.98002 1.3385385
5.00002 1.3255585
5.02002 1.3023075
5.04002 1.318604
5.06002 1.328223
5.08002 1.3161535
5.10002 1.319795
5.12002 1.3221845
5.14002 1.287043
5.16002 1.2663765
5.18002 1.2743735
5.20002 1.285989
5.22002 1.275047
5.24002 1.2661115
5.26002 1.2616025
5.28002 1.243554
5.30002 1.230749
5.32002 1.2214315
5.34002 1.2210345
5.36002 1.222811
