 Time  2nd-Legendre TCF 
0.0 0.21004778861999515 0.8266879677772522
0.001 0.10160665884613991 0.6840005964040756
0.002 -0.053043615818023686 0.4944125811258952
0.003 0.10682442598044872 0.37813863158226013
0.004 0.20901423692703247 0.8256454467773438
